School Name,Website,Phone Number
Northwest Local School District,http://www.nwlsd.org/,(740) 259-5558
Northwest Local School District,http://www.northwest.sparcc.org/,(330) 854-2291
Northwestern Local School District,http://www.northwestern.k12.oh.us/,(937) 964-1318
Northwestern Local School District,http://www.northwestern-wayne.k12.oh.us,(419) 846-3151
Northwood Local Schools,http://www.northwoodschools.org/,(419) 691-3888
Norton City School District,http://www.nortonschools.org,(330) 825-0863
Norwalk City School District,http://www.norwalk-city.k12.oh.us/,(419) 668-2779
Norwayne Local School District,http://www.norwaynelocal.k12.oh.us/,(330) 435-6382
Norwood City School District,http://www.norwoodschools.org/,(513) 924-2500
Norwood Conversion Community School,,(877) 644-6338
Oak Hill Union Local School District,http://www.oakhill.k12.oh.us/,(740) 682-7595
Oak Hills Local School District,http://ohlsd.us/,(513) 574-3200
Oakwood City School District,http://www.oakwoodschools.org/,(937) 297-5332
Oberlin City Schools,http://www.oberlinschools.net/,(440) 774-1458
Ohio College Preparatory School School District,http://ohiocollegeprep.org/,(216) 453-4550
Ohio Connections Academy Inc,http://www.connectionsacademy.com,(513) 486-9120
Ohio Construction Academy School District,http://www.ohioconstructionedu.org/,(877) 644-6338
Ohio Hi-Point Career Center,http://ohiohipoint.com/,(937) 599-3010
Ohio State School For The Blin,,(614) 752-1152
Ohio Valley Energy Technology Academy School District,http://www.oveta.net/,(740) 769-7395
Ohio Virtual Academy,http://www.ohva.org,(419) 482-0948
Old Brook High School School District,http://www.oldbrookhigh.org/,(440) 319-3370
Old Fort Local School District,http://www.old-fort.k12.oh.us/,(419) 992-4291
Olentangy Local School District,http://www.olentangy.k12.oh.us/,(740) 657-4050
Olmsted Falls City School District,http://www.ofcs.net/,(440) 427-6000
Ontario Local School District,http://www.ontarioschools.org/,(419) 747-4311
Orange City School District,http://www.orangeschools.org/,(216) 831-8600
Orchard Park Academy,http://www.orchardparkacademy.org,(440) 340-3202
Oregon City School District,http://www.oregoncityschools.org/,(419) 693-0661
Orion Academy,http://www.nhaschools.com/schools/orion/en/pages/default.as,(513) 251-6000
Orrville City School District,http://www.orrville.k12.oh.us/,(330) 682-4651
Osnaburg Local School District,http://www.ecweb.sparcc.org,(330) 488-1609
Otsego Local School District,http://www.otsegoknights.org/,(419) 823-4381
Ottawa Hills Local School District,http://www.ohschools.k12.oh.us/,(419) 536-6371
Ottawa-Glandorf Local School District,http://ottawaglandorf.org/,(419) 523-5261
Ottoville Local School District,http://www.ottovilleschools.org/,(419) 453-3356
Painesville City Local School District,http://www.painesville-city.k12.oh.us/,(440) 392-5060
Paint Valley Local School District,http://www.paintvalleylocalschools.org/,(740) 634-2826
Pandora-Gilboa Local School District,http://www.pg.noacsc.org/,(419) 384-3227
Par Excellence Academy,http://www.parexcellenceacademy.com,(740) 344-7279
Parkway Local School District,http://www.parkwayschools.org/,(419) 363-3045
Parma City School District,http://www.parmacityschools.org/,(440) 842-5300
Pathway School Of Discovery,http://www.nhaschools.com/schools/pathway/en/pages/default.,(937) 235-5498
Patrick Henry Local School District,http://www.phpatriots.org/,(419) 274-3015
Patriot Preparatory Academy,http://www.patriotprep.com/,(614) 864-5332
Paulding Exempted Village School District,http://www.pauldingschools.org/,(419) 399-4656
Penta Career Center,,(419) 661-6350
Performance Academy Eastland,http://www.performanceacademies.com/ohio-schools/columbus/ea,(614) 314-6301
Perkins Local School District,http://www.perkinsschools.org/,(419) 625-0484
Perry Local School District,http://www.mycommodores.org,(419) 221-2770
Perry Local School District,http://perry-lake.org/,(440) 259-9200
Perry Local School District,http://perrylocal.org/,(330) 477-8121
Perrysburg Exempted Village School District,http://www.perrysburgschools.net/,(419) 874-9131
Pettisville Local School District,http://pettisvilleschools.org/,(419) 446-2705
Phoenix Academy Community School,http://www.phoenixtoledo.org,(419) 720-4500
Phoenix Community Learning Center,http://www.phoenixclc.org/,(513) 351-5801
Pickaway-Ross County Joint Vocational School District,http://www.pickawayross.com,(740) 642-1200
Pickerington Community School School District,http://www.pickerington.k12.oh.us/pickerington-community-sch,(877) 644-6338
Pickerington Local School District,http://www.pickerington.k12.oh.us/,(614) 833-2110
Pike County Area School District,,(740) 289-2721
Pike-Delta-York Local School District,http://pdys.org/QP,(419) 822-3391
Pinnacle Academy,http://www.nhaschools.com/schools/pinnacle/en/pages/default,(216) 731-0127
Pioneer Career & Technology School District,,(419) 347-7926
Piqua City School District,http://www.piqua.org/,(937) 773-4321
Plain Local School District,http://www.plainlocal.org,(330) 492-3500
Pleasant Community Digital,http://cda.pleasantlocalschools.org/,(740) 389-4815
Pleasant Local School District,http://www.pleasant.treca.org/,(740) 389-4476
Plymouth-Shiloh Local School District,http://plymouth.schoolwires.com/,(419) 687-4733
Poland Local School District,http://www.polandbulldogs.com/,(330) 757-7000
Polaris School District,http://www.polaris.edu,(440) 891-7600
Polly Fox Academy Community School,http://www.pollyfox.org,(419) 720-4500
Port Clinton City School District,http://www.pccsd.net/,(419) 732-2102
Portage Lakes School District,,(330) 896-8200
Portsmouth City School District,http://www.portsmouthtrojans.org/,(740) 354-4727
Preble Shawnee Local School District,http://www.psarrows.com,(937) 452-1283
Princeton City School District,http://www.princeton.k12.oh.us/,(513) 864-1000
Promise Academy,http://www.promise-academy.com/,(216) 443-0500
Provost Academy Ohio School District,http://oh.provostacademy.com/,(614) 866-7570
Put-In-Bay Local School District,http://www.put-in-bay.k12.oh.us/,(419) 285-3614
Pymatuning Valley Local School District,http://www.pvschools.k12.oh.us/,(440) 293-6488
Quaker Digital Academy,http://www.go2qda.org,(330) 364-0618
Queen City Career Prep High School,http://www.careerprepschool.org/queencity/,(513) 475-0222
Quest Community School,http://www.questcommunityschool.org/,(216) 220-4412
Randall Park High School,http://www.lifeskillshs.com/Locations/Ohio/Life-Skills-Cente,(877) 644-6338
Ravenna City School District,http://www.ravennaschools.us/,(330) 296-9679
REACH Academy,http://reachacademytoledo.com,(419) 691-4876
Reading Community City School District,http://www.readingschools.org/,(513) 554-1800
Regent High School School District,http://www.regenthigh.org,(216) 512-0076
Renaissance Academy School of Multi-Media Arts,http://www.renaissanceacademyedu.org/,(614) 235-1900
Revere Local School District,http://www.revereschools.org/,(330) 666-4155
Reynoldsburg City School District,http://www.reyn.org/,(614) 501-1020
Richard Allen Academy,http://www.richardallenschools.com,(513) 795-6549
Richard Allen Academy Ii,http://rad.echalk.com/,(937) 586-9756
Richard Allen Academy Iii,http://rah.echalk.com/,(513) 868-2900
Richard Allen Preparatory,http://www.richardallenschools.com,(937) 951-2800
Richland Academy School Of Excellence,http://www.raschoolofexcellence.com/,(419) 522-7273
Richmond Heights Local School District,http://www.richmondheightsschools.org/,(216) 692-8485
Ridgedale Community School,,(740) 382-6065
Ridgedale Local School District,http://www.ridgedaleschools.org,(740) 382-6065
Ridgemont Local School District,http://www.ridgemont.k12.oh.us/,(937) 354-2441
Ridgewood Local School District,http://www.ridgewood.k12.oh.us/,(740) 545-6354
Ripley-Union-Lewis-Huntington Local School District,http://www.rulh.us,(937) 392-4396
Rise & Shine Academy School District,http://www.riseandshineacad.org/,(419) 244-9900
Rittman Academy,http://www.rittmanacademy.org,(330) 927-7401
Rittman Exempted Village School District,http://rittman.k12.oh.us/,(330) 927-7400
River Gate High School School District,http://www.rivergatehigh.org/,(330) 647-6500
River Valley Local School District,http://www.rvk12.org,(740) 725-5401
River View Local School District,http://www.river-view.k12.oh.us/,(740) 824-3521
Riverdale Local School District,http://www.riverdale.k12.oh.us/,(419) 694-4994
Riverside Academy,http://acariverside.com/,(513) 921-7777
Riverside Local School District,http://www.riverside.k12.oh.us,(937) 585-5981
Riverside Local School District,http://www.painesville-township.k12.oh.us/,(440) 352-0668
Road To Success Academy,http://rstaohio.com,(614) 252-4656
Rock Hill Local School District,http://www.rockhill.org/,(740) 532-7030
Rocky River City School District,http://www.rrcs.org/,(440) 333-6000
Rolling Hills Local School District,http://www.rollinghills.k12.oh.us/,(740) 432-5370
Rootstown Local School District,http://www.rootstown.sparcc.org/,(330) 325-9911
Ross Local School District,http://www.rossrams.com/,(513) 863-1253
Rossford Exempted Village School District,http://www.rossfordschools.org/,(419) 666-2010
Rushmore Academy,http://www.rushmore.academy/site/default.aspx?PageID=1,(740) 387-2043
Russia Local School District,http://www.russiaschool.org/,(937) 526-3156
Salem City School District,http://www.salemquakers.org,(330) 332-0316
Sandusky City School District,http://www.sandusky-city.k12.oh.us/,(419) 626-6940
Sandy Valley Local School District,http://www.sandyvalleylocal.org/,(330) 866-3339
Schnee Learning Center,http://www.Schneelearningcenter.org,(330) 922-1966
Scioto County Career Technical Center,http://www.sciototech.org,(740) 259-5522
Scioto Valley Local School District,http://www.piketon.k12.oh.us/,(740) 289-4456
Sciotoville,http://www.east.k12.oh.us/,(740) 776-6777
Sciotoville Elementary Academy,http://www.sea.k12.oh.us/,(740) 776-2916
Sebring Local School District,http://www.sebring.k12.oh.us/,(330) 938-6165
Seneca East Local School District,http://www.seneca-east.k12.oh.us/,(419) 426-7041
Shadyside Local School District,http://www.shadyside.k12.oh.us/,(740) 676-3235
Shaker Heights City School District,http://www.shaker.org/,(216) 295-1400
Shawnee Local School District,http://limashawnee.com/,(419) 998-8031
Sheffield-Sheffield Lake City School District,http://www.sheffield.k12.oh.us/,(440) 949-6181
Shelby City School District,http://www.shelby-city.k12.oh.us/,(419) 342-3520
Sidney City School District,http://www.sidney.k12.oh.us.schools.bz/,(937) 497-2200
Skyway Career Prep High School,http://www.lifeskillshs.com/Locations/Ohio/Life-Skills-Cente,(419) 241-5504
SMART Academy,http://www.smartacademycle.org,(216) 714-3801
Solon City School District,http://solonschools.org/,(440) 248-1600
South Central Local School District,http://www.south-central.org,(419) 752-3815
South Columbus Preparatory Academy,http://scpagermanvillage.org/,(614) 669-6301
South Euclid-Lyndhurst City School District,http://www.sel.k12.oh.us/,(216) 691-2000
South Point Local School District,http://www.southpoint.k12.oh.us/,(740) 377-4315
South Range Local School District,http://www.southrange.k12.oh.us/,(330) 549-5226
South Scioto Academy,http://www.performanceacademies.com/ohio-schools/columbus/so,(614) 445-7684
South-Western City School District,http://www.swcsd.us/,(614) 801-3000
Southeast Local School District,http://www.southeast.k12.oh.us/,(330) 654-5841
Southeast Local School District,http://www.southeast.k12.oh.us/,(330) 698-3001
Southeastern Local School District,http://www.sels.us,(937) 462-8388
Southeastern Local School District,http://www.sepanthers.org,(740) 774-2003
Southern Hills School District,,(937) 378-6131
Southern Local School District,http://www.southern.k12.oh.us/,(330) 679-2343
Southern Local School District,http://www.southernlocalmeigs.org,(740) 949-2661
Southern Local School District,http://spsd.k12.oh.us,(740) 721-0520
Southern Ohio Academy School District,http://www.scoesc.k12.oh.us/SOA.aspx,(740) 259-6843
Southington Local School District,http://www.southington.k12.oh.us/,(330) 898-7480
Southside Academy,http://www.southsideedu.org,(330) 774-5562
Southwest Licking Local School District,http://www.swl.k12.oh.us/,(740) 927-3941
Southwest Local School District,http://www.southwestschools.org/,(513) 367-4139
Spencerville Local School District,http://www.noacsc.org/,(419) 647-4111
Springboro Community City School District,http://www.springboro.org/,(937) 748-3960
Springfield City School District,http://www.scsdoh.org,(937) 505-2800
Springfield Local School District,http://www.springfield-schools.org,(419) 867-5600
Springfield Local School District,http://springfieldspartans.org/,(330) 542-2929
Springfield Local School District,http://www.springfieldspartans.org,(330) 798-1111
Springfield Preparatory And Fitness Academy,http://www.performanceacademies.com/ohio-schools/springfield,(937) 323-6250
Springfield-Clark County School District,,(937) 325-7368
St Bernard-Elmwood Place City School District,http://www.sbepschools.org/,(513) 482-7121
St Clairsville-Richland City School District,http://www.stcschools.com,(740) 695-1624
St Henry Consolidated Local School District,http://www.sthenryschools.org/,(419) 678-4834
St Marys City School District,http://www.smriders.net,(419) 394-4312
Stambaugh Charter Academy,http://www.nhaschools.com/schools/stambaugh/en/pages/defaul,(330) 792-4806
Stark County Area School District,http://www.rgdrage.org,(330) 832-1591
Stark High School,http://www.starkcchsedu.org/,(234) 214-4140
Steam Academy Of Akron School District,http://www.eagleelementary.org/,(330) 773-1100
Steam Academy Of Dayton School District,http://steamacademydayton.org/,(937) 262-7063
Steam Academy of Warren,http://www.steamacademywarren.org/,(330) 394-3200
Steam Academy Of Warrensville Heights School District,http://steamwarrensville.org/,(216) 595-2866
Stepstone Academy School District,http://stepstoneacademy.org/,(440) 260-6400
Steubenville City School District,http://steubenville.k12.oh.us/,(740) 283-3767
Stonebrook Montessori School District,http://stonebrookmontessori.org/,(216) 644-3012
Stow-Munroe Falls City School District,http://www.smfschools.org/,(330) 689-5445
Strasburg-Franklin Local School District,http://www.strasburg.k12.oh.us/,(330) 878-5571
Streetsboro City School District,http://www.streetsboroschools.com/,(330) 626-4900
Strongsville City School District,http://www.strongnet.org/,(440) 572-7000
Struthers City School District,http://strutherscityschools.org/,(330) 750-1061
Stryker Local School District,http://www.stryker.k12.oh.us/,(419) 682-6961
Sullivant Avenue Community School,http://www.imaginesullivant.com/,(614) 308-5991
Summit Academy Community School for Alternative Learn-Canton,http://summitacademies.org/schools/canton-elementary/,(330) 458-0393
Summit Academy Community School-Toledo,http://summitacademies.org/schools/toledo-elementary/,(419) 385-5730
Summit Academy Toledo Learning Center,http://summitacademies.org/schools/toledo-secondary/,(419) 476-7859
Sunbridge Schools School District,http://www.sunbridgeschools.org/,(419) 725-5437
Swanton Local School District,http://www.swantonschools.org/,(419) 826-7085
Switzerland Of Ohio Local School District,http://sk12.org,(740) 472-5801
Sycamore Community City School District,http://www.sycamoreschools.org/,(513) 686-1700
Sylvania City School District,http://sylvania.k12.oh.us/,(419) 824-8501
Symmes Valley Local School District,http://www.symmesvalley.k12.oh.us/,(740) 643-2451
T.C.P. World Academy,http://www.tcpworldacademy.us/,(513) 531-9500
T2 Honors Academy,http://tsquaredacademy.com/,(877) 644-6338
Talawanda City School District,http://www.talawanda.org/,(513) 273-3333
Tallmadge City School District,http://www.tallmadgeschools.org/,(330) 633-3291
Teays Valley Local School District,http://www.tvsd.us/,(740) 983-5000
Tecumseh Local School District,http://www.tecumseh.k12.oh.us/,(937) 845-3576
The Brilliance School,http://www.thebrillianceschool.org,(877) 644-6338
The Capella Institute School District,http://capellaohio.com,(216) 587-5282
The Haley School,http://thehaleyschool.com/,(216) 591-9190
Three Rivers Local School District,http://www.threeriversschools.org/,(877) 644-6338
Tiffin City School District,http://www.tiffincityschools.org,(419) 447-2515
Tipp City Exempted Village School District,http://www.tippcityschools.com/,(937) 667-8444
Toledo City School District,http://www.tps.org/,(419) 671-0500
Toledo Preparatory And Fitness Academy,http://www.performanceacademies.com/ohio-schools/toledo/,(419) 535-3700
Toledo School For The Arts,http://www.ts4arts.org,(419) 246-8732
Toledo SMART Elementary School,http://http:/www.toledosmart.org,(419) 214-3290
Tolles Career & Technical Center,http://www.tollestech.com/DistrictProfile.aspx,(614) 873-4666
Tomorrow Center,http://thetomorrowcenter.org/,(419) 718-4242
Toronto City School District,http://www.torontocsd.org,(740) 537-2456
Townsend North Community School,http://www.townsendcs.org,(419) 684-5402
Towpath Trail High School School District,http://www.towpathtrailhigh.org/,(234) 542-0102
Treca Digital Academy,http://treca.org,(888) 828-4798
Tri State Early College Stem School School District,,(877) 644-6338
Tri-County Career Center,http://www.tricountyhightech.com,(740) 753-3511
Tri-County North Local School District,http://www.tricounty.oh.schoolwebpages.com/,(937) 962-2671
Tri-Rivers School District,,(740) 389-4681
Tri-Valley Local School District,http://www.tri-valley.k12.oh.us/,(740) 754-1442
Tri-Village Local School District,http://www.tri-village.k12.oh.us/,(937) 996-6261
Triad Local School District,http://www.triadk12.org,(937) 826-4961
Trimble Local School District,http://trimble.k12.oh.us/,(740) 767-4444
Triway Local School District,http://www.triway.k12.oh.us/,(330) 264-9491
Trotwood Fitness & Prep Academy,http://www.performanceacademies.com/ohio-schools/trotwood/,(937) 854-4100
Trotwood-Madison City School District,http://www.trotwood.k12.oh.us/,(937) 854-3050
Troy City School District,http://www.troy.k12.oh.us/,(937) 332-6700
Trumbull Career & Technical Center,,(330) 847-0503
Tuscarawas Valley Local School District,http://www.tvtrojans.org/,(330) 859-2213
Tuslaw Local School District,http://www.tuslaw.sparcc.org/,(330) 837-7813
Twin Valley Community Local School District,http://www.tvs.k12.oh.us/,(937) 839-4688
Twinsburg City School District,http://www.twinsburg.k12.oh.us/,(330) 486-2000
U S Grant School District,http://www.grantcareer.com,(513) 734-6222
Union Local School District,http://ulschools.com/,(740) 782-1978
Union-Scioto Local School District,http://www.unioto.k12.oh.us/,(740) 773-4102
United Local School District,http://www.united.k12.oh.us/,(330) 223-1521
United Preparatory Academy East,http://unitedschoolsnetwork.org,(614) 205-0250
United Preparatory Academy School District,http://www.unitedschoolsnetwork.org/uprep.php,(877) 644-6338
University Academy School District,http://acauni.com/,(330) 535-7728
University of Cleveland Prep,http://www.uniclevelandprep.org,(216) 361-9720
Upper Arlington City School District,http://www.uaschools.org/,(614) 487-5000
Upper Sandusky Exempted Village School District,http://www.usevs.org/,(419) 294-2307
Upper Scioto Valley Local School District,http://www.usv.k12.oh.us/,(419) 757-3231
Upper Valley School District,http://www.uppervalleycc.org/,(937) 778-1980
Urban Early College Network School District,http://www.urbanearlyedu.org/,(937) 952-1079
Urbana City School District,http://www.urbanacityschools.org,(937) 653-1402
Urbana Community School,,(937) 653-1402
Utica Shale Academy of Ohio,http://www.uticashaleschool.com/,(330) 679-2343
Valley Local School District,http://www.valleyindians.net,(740) 259-3115
Valley Stem+Me2 Academy School District,,(877) 644-6338
Valley View Local School District,http://www.valleyview.k12.oh.us/,(937) 855-6581
Van Buren Local School District,http://vbschools.net/,(419) 299-3578
Van Wert City School District,http://vwcs.net/,(419) 238-0648
Vandalia-Butler City School District,http://www.vbcsd.com/,(937) 415-6400
Vanguard-Sentinel Career & Technology Centers,http://vscc.k12.oh.us,(419) 332-2626
Vanlue Local School District,http://vanlueschool.org/,(419) 387-7724
Vantage Career Center,,(419) 238-5411
Vermilion Local School District,http://www.vermilionschools.org/,(440) 204-1700
Versailles Exempted Village School District,http://www.versailles.k12.oh.us,(937) 526-4773
Village Preparatory School,http://www.theprepschools.org/cliffs/,(216) 456-2070
Village Preparatory School Willard School District,http://epvpwillard.org/,(216) 586-3892
Village Preparatory School:: Woodland Hills Campus School District,http://www.theprepschools.org/woodland-hills/,(216) 298-1164
Vinton County Local School District,http://www.vinton.k12.oh.us/,(740) 596-5218
Virtual Community School Of Ohio,http://www.vcslearn.org,(614) 501-9473
Wadsworth City School District,http://www.wadsworth.k12.oh.us/,(330) 336-3571
Walnut Township Local School District,http://www.walnuttsd.org/,(740) 467-2802
Wapakoneta City School District,http://www.wapak.org/,(419) 739-2900
Warren City School District,http://www.warrenschools.k12.oh.us/,(330) 841-2321
Warren County Vocational School,http://www.mywccc.org,(513) 932-5677
Warren Local School District,http://www.warrenlocal.org/,(740) 678-2366
Warrensville Heights City School District,http://www.warrensville.k12.oh.us/,(216) 865-4717
Washington County School District,http://www.thecareercenter.net,(740) 373-2766
Washington Court House City School District,http://www.washingtonch.k12.oh.us/,(740) 335-6620
Washington Local School District,http://www.wls4kids.org/,(419) 473-8220
Washington Park Community,http://wpcsoh.org,(216) 271-6055
Washington-Nile Local School District,http://www.west.k12.oh.us,(740) 858-1111
Waterloo Local School District,http://www.viking.portage.k12.oh.us/,(330) 947-2664
Watkins Academy School District,http://www.watkinsacademyk8.com/,(937) 220-9100
Wauseon Exempted Village School District,http://sites.google.com/wauseonindians.org/wevs/home,(419) 335-6616
Waverly City School District,http://www.waverly.k12.oh.us/,(740) 947-4770
Wayne County Joint Vocational School District,http://www.wcscc.org,(330) 669-7000
Wayne Local School District,http://www.wayne-local.com/,(513) 897-6971
Wayne Trace Local School District,http://www.waynetrace.org/,(419) 263-2415
Waynesfield-Goshen Local School District,http://www.wgschools.org/,(419) 568-9100
Weathersfield Local School District,http://www.weathersfield.k12.oh.us/,(330) 652-0287
Wellington Exempted Village School District,http://www.wellingtonvillageschools.org/,(440) 647-4286
Wellston City School District,http://wcs.k12.oh.us/,(740) 384-2152
Wellsville Local School District,http://www.wellsville.k12.oh.us/,(330) 532-2643
West Branch Local School District,http://www.westbranch.k12.oh.us/,(330) 938-9324
West Carrollton City School District,http://www.westcarrolltonschools.com/,(937) 859-5121
West Carrollton Secondary Academy School District,,(877) 644-6338
West Central Learning Academy Ii,http://wclaohio.org/,(419) 227-9252
West Clermont Local School District,http://www.westcler.k12.oh.us/,(513) 943-5000
West Geauga Local School District,http://www.westg.org/,(440) 729-5900
West Holmes Local School District,http://www.westholmes.org,(330) 674-3546
West Liberty-Salem Local School District,http://www.wlstigers.org/,(937) 465-1075
West Muskingum Local School District,http://www.westmschools.org,(740) 455-4052
West Park Academy School District,http://acawestpark.com/,(216) 251-5450
West Preparatory Academy School District,http://www.westprepedu.org/,(216) 772-1340
Western Brown Local School District,http://www.wb.k12.oh.us/,(937) 444-2044
Western Local School District,http://www.westernlocalschools.com/,(740) 493-3113
Western Reserve Local School District,http://www.western-reserve.org/,(419) 660-8508
Western Reserve Local School District,http://www.westernreserve.k12.oh.us/,(330) 547-4100
Westerville City School District,http://www.westerville.k12.oh.us/,(614) 797-5700
Westfall Local School District,http://www.westfallschools.com,(740) 986-3671
Westlake City School District,http://www.wlake.org,(440) 871-7300
Westside Academy,http://westside-academy.com,(614) 272-9392
Westwood Preparatory Academy School District,http://westwoodprepacademy.com/,(330) 510-5400
Wheelersburg Local School District,http://www.burg.k12.oh.us/,(740) 574-8484
Whitehall City School District,http://www.whitehallcityschools.org/,(614) 417-5000
Whitehall Preparatory And Fitness Academy,http://www.performanceacademies.com/ohio-schools/columbus/wh,(614) 324-4585
Wickliffe City School District,http://www.wickliffeschools.org/,(440) 943-6900
Wildwood Environmental Academy,http://www.wildwoodisgreen.com/,(419) 868-9885
Willard City School District,http://www.willard.k12.oh.us/,(419) 935-1541
Williamsburg Local School District,http://burgschools.org/,(513) 724-3077
Willoughby-Eastlake City School District,http://www.weschools.org/,(440) 946-5000
Wilmington City School District,http://www.wilmingtoncityschools.com,(937) 382-1641
Windham Exempted Village School District,http://www.windham-schools.org/,(330) 326-2711
Wings Academy 1,http://www.wingsacademies.org/,(216) 812-0244
Wings Academy 2,http://www.wingsacademies.org,(216) 812-0244
Winterfield Venture Academy,http://www.nhaschools.com/schools/winterfield/en/pages/defa,(419) 531-3285
Winton Preparatory Academy School District,http://www.wintonprep.org,(513) 276-4166
Winton Woods City School District,http://www.wintonwoods.org/,(513) 619-2300
Wolf Creek Local School District,http://www.wolfcreek.k12.oh.us/,(740) 984-2373
Woodmore Local School District,http://www.woodmore.k12.oh.us/,(419) 862-1060
Woodridge Local School District,http://www.woodridge.k12.oh.us/,(330) 928-9074
Wooster City School District,http://www.woostercityschools.org/,(330) 264-0869
Worthington City School District,http://www.worthington.k12.oh.us/,(614) 450-6000
Wynford Local School District,http://www.wynfordroyals.org,(419) 562-7828
Wyoming City School District,http://www.wyomingcityschools.org/,(513) 206-7000
Xenia Community City School District,http://www.xeniaschools.org,(937) 376-2961
Yellow Springs Exempted Village School District,http://www.ysschools.org/,(937) 767-7381
Youngstown Academy Of Excellence,http://youngstownacademy.org/,(330) 746-3970
Youngstown City Schools,http://www.youngstown.k12.oh.us/,(330) 744-6900
Youngstown Community School,http://www.youngstowncommunityschool.k12.oh.us,(330) 746-2240
Youthbuild Columbus Community,http://www.ybccs.org,(614) 291-0805
Zane Trace Local School District,http://www.zanetrace.org/,(740) 775-1355
Zanesville City School District,http://www.zanesville.k12.oh.us/,(740) 454-9751
Zanesville Community School,http://www.zanesvillecommunityhighschool.com/,(740) 588-5685
Zenith Academy,http://zenithacademy.org/zan.html,(614) 888-9997
Zenith Academy East,http://zenithacademy.org/zae.html,(614) 577-0997
Zenith Academy West School District,http://zenithacademy.org/zaw.html,(614) 272-6300
